"scientific","alphaid","kingdom","phylum","class","order","family","genus"
"Urophycis chuss",126503,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis"
"Urophycis tenuis",126504,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis"
"Eleginus nawaga",272298,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Eleginus"
"Eleginus gracilis",254537,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Eleginus"
"Microgadus tomcod",158928,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Microgadus"
"Theragra chalcogramma",254539,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Theragra"
"Boreogadus saida",126433,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus"
"Micromesistius australis",234781,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Micromesistius"
"Merluccius senegalensis",126485,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius"
"Merluccius australis",272452,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius"
"Merluccius bilinearis",158962,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius"
"Merluccius gayi gayi",272453,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius"
"Merluccius hubbsi",272455,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius"
"Merluccius productus",272458,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius"
"Merluccius polli",272457,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius"
"Macruronus magellanicus",272449,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Macruronus"
"Trachurus japonicus",273302,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus"
"Macrourus berglax",126472,"Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Macrourus"
"Coryphaenoides rupestris",158960,"Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Coryphaenoides"
"Macroramphosus scolopax",127378,"Animalia","Chordata","Actinopterygii","Syngnathiformes","Centriscidae","Macroramphosus"
"Hoplostethus atlanticus",126402,"Animalia","Chordata","Actinopterygii","Beryciformes","Trachichthyidae","Hoplostethus"
"Zenopsis conchifer",127426,"Animalia","Chordata","Actinopterygii","Zeiformes","Zeidae","Zenopsis"
"Joturus pichardi",281205,"Animalia","Chordata","Actinopterygii","Perciformes","Mugilidae","Joturus"
"Menidia menidia",159228,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Menidia"
"Galeoides decadactylus",126997,"Animalia","Chordata","Actinopterygii","Perciformes","Polynemidae","Galeoides"
"Lates calcarifer",278957,"Animalia","Chordata","Actinopterygii","Perciformes","Latidae","Lates"
"Buccinum undatum",138878,"Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum"
"Epinephelus analogus",273835,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Epinephelus"
"Polyprion americanus",126998,"Animalia","Chordata","Actinopterygii","Perciformes","Polyprionidae","Polyprion"
"Acanthistius brasilianus",278720,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Acanthistius"
"Morone saxatilis",151179,"Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Morone"
"Morone americana",151177,"Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Morone"
"Synagrops japonicus",209304,"Animalia","Chordata","Actinopterygii","Perciformes","Acropomatidae","Synagrops"
"Lactarius lactarius",218381,"Animalia","Chordata","Actinopterygii","Perciformes","Lactariidae","Lactarius"
"Pomatomus saltatrix",151482,"Animalia","Chordata","Actinopterygii","Perciformes","Pomatomidae","Pomatomus"
"Trachurus murphyi",273303,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus"
"Trachurus symmetricus",273305,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus"
"Trachurus lathami",159655,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus"
"Trachurus trecae",126823,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus"
"Trachurus declivis",273301,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus"
"Decapterus russelli",218427,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Decapterus"
"Selene setapinnis",159647,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Selene"
"Thyrsites atun",219697,"Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae","Thyrsites"
"Trachinotus carolinus",159652,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachinotus"
"Seriola quinqueradiata",276651,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Seriola"
"Seriola lalandi",218436,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Seriola"
"Megalaspis cordyla",218430,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Megalaspis"
"Chloroscombrus chrysurus",159483,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Chloroscombrus"
"Selar crumenophthalmus",159646,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Selar"
"Selaroides leptolepis",282745,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Selaroides"
"Brama brama",126783,"Animalia","Chordata","Actinopterygii","Perciformes","Bramidae","Brama"
"Arripis georgianus",279692,"Animalia","Chordata","Actinopterygii","Perciformes","Arripidae","Arripis"
"Dicentrarchus punctatus",126976,"Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Dicentrarchus"
"Isacia conceptionis",281184,"Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae","Isacia"
"Plectorhinchus mediterraneus",126946,"Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae","Plectorhinchus"
"Brachydeuterus auritus",126943,"Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae","Brachydeuterus"
"Cynoscion striatus",276093,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Cynoscion"
"Micropogonias undulatus",151158,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Micropogonias"
"Menticirrhus americanus",159326,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Menticirrhus"
"Menticirrhus saxatilis",159329,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Menticirrhus"
"Elagatis bipinnulata",126809,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Elagatis"
"Argopecten gibbus",394271,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Argopecten"
"Larimichthys polyactis",281273,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Larimichthys"
"Gymnura micrura",158529,"Animalia","Chordata","Elasmobranchii","Myliobatiformes","Gymnuridae","Gymnura"
"Macrodon ancylodon",281477,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Macrodon"
"Argyrosomus regius",127007,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus"
"Argyrosomus hololepidotus",218632,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus"
"Atractoscion aequidens",218634,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Atractoscion"
"Genyonemus lineatus",280830,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Genyonemus"
"Pteroscion peli",282503,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Pteroscion"
"Nibea mitsukurii",281753,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Nibea"
"Larimichthys crocea",281271,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Larimichthys"
"Pseudotolithus elongatus",273784,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Pseudotolithus"
"Pennahia argentata",282196,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Pennahia"
"Dentex macrophthalmus",273965,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Dentex"
"Dentex dentex",273962,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Dentex"
"Argyrozona argyrozona",218592,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Argyrozona"
"Pagrus major",273976,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Pagrus"
"Pterogymnus laniarius",218619,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Pterogymnus"
"Rhabdosargus globiceps",218624,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Rhabdosargus"
"Lithognathus lithognathus",218604,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Lithognathus"
"Hypoptychus dybowskii",281124,"Animalia","Chordata","Actinopterygii","Gasterosteiformes","Hypoptychidae","Hypoptychus"
"Thyrsitops lepidopoides",282972,"Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae","Thyrsitops"
"Nemadactylus bergi",281650,"Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Nemadactylus"
"Cheilodactylus variegatus",278156,"Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus"
"Arctoscopus japonicus",279686,"Animalia","Chordata","Actinopterygii","Perciformes","Trichodontidae","Arctoscopus"
"Eleginops maclovinus",280634,"Animalia","Chordata","Actinopterygii","Perciformes","Eleginopsidae","Eleginops"
"Dissostichus eleginoides",234700,"Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Dissostichus"
"Notothenia rossii",234840,"Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Notothenia"
"Pleuragramma antarctica",712788,"Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Pleuragramma"
"Champsocephalus gunnari",234797,"Animalia","Chordata","Actinopterygii","Perciformes","Channichthyidae","Champsocephalus"
"Chionodraco rastrospinosus",234678,"Animalia","Chordata","Actinopterygii","Perciformes","Channichthyidae","Chionodraco"
"Chaenodraco wilsoni",234609,"Animalia","Chordata","Actinopterygii","Perciformes","Channichthyidae","Chaenodraco"
"Zoarces viviparus",127123,"Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces"
"Trisopterus minutus",126446,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Trisopterus"
"Genypterus blacodes",278702,"Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus"
"Genypterus chilensis",278704,"Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus"
"Genypterus maculatus",278705,"Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus"
"Genypterus capensis",217800,"Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus"
"Brotula barbata",159067,"Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Brotula"
"Ammodytes personatus",272967,"Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytes"
"Pampus argenteus",127075,"Animalia","Chordata","Actinopterygii","Perciformes","Stromateidae","Pampus"
"Peprilus triacanthus",159828,"Animalia","Chordata","Actinopterygii","Perciformes","Stromateidae","Peprilus"
"Peprilus simillimus",276563,"Animalia","Chordata","Actinopterygii","Perciformes","Stromateidae","Peprilus"
"Hyperoglyphe antarctica",219737,"Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae","Hyperoglyphe"
"Psenopsis anomala",277902,"Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae","Psenopsis"
"Sebastes norvegicus",151324,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes"
"Sebastes entomelas",274791,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes"
"Sebastes flavidus",274795,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes"
"Sebastes alutus",254573,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes"
"Sebastes mentella",127254,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes"
"Sebastes capensis",221446,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes"
"Pleurogrammus azonus",282288,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Pleurogrammus"
"Anoplopoma fimbria",159463,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma"
"Hippoglossus stenolepis",274290,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus"
"Reinhardtius hippoglossoides",127144,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Reinhardtius"
"Limanda ferruginea",158879,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda"
"Pseudopleuronectes americanus",158885,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes"
"Solea solea",127160,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Solea"
"Tawera gayi",826898,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Tawera"
"Scophthalmus rhombus",127150,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus"
"Scophthalmus aquosus",158907,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus"
"Stephanolepis cirrhifer",275247,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Stephanolepis"
"Lophius americanus",159184,"Animalia","Chordata","Actinopterygii","Lophiiformes","Lophiidae","Lophius"
"Cetengraulis edentulus",280091,"Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Cetengraulis"
"Cetengraulis mysticetus",280092,"Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Cetengraulis"
"Stolephorus indicus",212280,"Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Stolephorus"
"Labrus bergylta",126965,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Labrus"
"Hexanchus griseus",105833,"Animalia","Chordata","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus"
"Metapenaeus endeavouri",241292,"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Metapenaeus"
"Echinorhinus brucus",105922,"Animalia","Chordata","Elasmobranchii","Squaliformes","Echinorhinidae","Echinorhinus"
"Lepidopus caudatus",127088,"Animalia","Chordata","Actinopterygii","Perciformes","Trichiuridae","Lepidopus"
"Aphanopus carbo",127085,"Animalia","Chordata","Actinopterygii","Perciformes","Trichiuridae","Aphanopus"
"Centrophorus granulosus",105899,"Animalia","Chordata","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus"
"Centrophorus squamosus",105901,"Animalia","Chordata","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus"
"Centroscymnus coelolepis",105907,"Animalia","Chordata","Elasmobranchii","Squaliformes","Somniosidae","Centroscymnus"
"Centroscymnus crepidater",105908,"Animalia","Chordata","Elasmobranchii","Squaliformes","Somniosidae","Centroscymnus"
"Sphyrna mokarran",105817,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna"
"Centroscymnus owstonii",299089,"Animalia","Chordata","Elasmobranchii","Squaliformes","Somniosidae","Centroscymnus"
"Deania calcea",105903,"Animalia","Chordata","Elasmobranchii","Squaliformes","Centrophoridae","Deania"
"Etmopterus spinax",105913,"Animalia","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus"
"Lichia amia",126810,"Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Lichia"
"Limanda limanda",127139,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda"
"Lithognathus mormyrus",127055,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Lithognathus"
"Lophius piscatorius",126555,"Animalia","Chordata","Actinopterygii","Lophiiformes","Lophiidae","Lophius"
"Squatina squatina",105928,"Animalia","Chordata","Elasmobranchii","Squatiniformes","Squatinidae","Squatina"
"Carcharodon carcharias",105838,"Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae","Carcharodon"
"Isurus oxyrinchus",105839,"Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae","Isurus"
"Isurus paucus",105840,"Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae","Isurus"
"Maurolicus muelleri",127312,"Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus"
"Apristurus profundorum",158513,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Mugil cephalus",126983,"Animalia","Chordata","Actinopterygii","Perciformes","Mugilidae","Mugil"
"Mullus barbatus barbatus",293632,"Animalia","Chordata","Actinopterygii","Perciformes","Mullidae","Mullus"
"Cephaloscyllium isabellum",277101,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium"
"Galeus melastomus",105812,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Bythaelurus canescens",316762,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Oblada melanura",127056,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Oblada"
"Carcharhinus albimarginatus",217352,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus"
"Carcharhinus amblyrhynchos",217337,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus"
"Carcharhinus falciformis",105789,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus"
"Carcharhinus galapagensis",105790,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus"
"Carcharhinus leucas",105792,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus"
"Carcharhinus limbatus",105793,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus"
"Carcharhinus longimanus",105794,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus"
